2.437500000000000000e+00,-7.853975000000001927e-01,2.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.250000000000000000e+00,-7.853975000000001927e-01,2.062500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.437500000000000000e+00,0.000000000000000000e+00,2.250000000000000000e+00,7.853975000000001927e-01,0.000000000000000000e+00
2.250000000000000000e+00,0.000000000000000000e+00,2.062500000000000000e+00,7.853975000000001927e-01,0.000000000000000000e+00
3.000000000000000000e+00,-7.853975000000001927e-01,2.812500000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.812500000000000000e+00,-7.853975000000001927e-01,2.625000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.812500000000000000e+00,7.853975000000001927e-01,1.000000000000000000e+00
2.812500000000000000e+00,0.000000000000000000e+00,2.625000000000000000e+00,7.853975000000001927e-01,1.000000000000000000e+00
3.750000000000000000e-01,-7.853975000000001927e-01,1.875000000000000000e-01,0.000000000000000000e+00,2.000000000000000000e+00
1.875000000000000000e-01,-7.853975000000001927e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.875000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.853975000000001927e-01,2.000000000000000000e+00
0.000000000000000000e+00,-7.853975000000001927e-01,-1.875000000000000000e-01,0.000000000000000000e+00,2.000000000000000000e+00
-1.875000000000000000e-01,-7.853975000000001927e-01,-3.750000000000000000e-01,0.000000000000000000e+00,2.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.875000000000000000e-01,7.853975000000001927e-01,2.000000000000000000e+00
-1.875000000000000000e-01,0.000000000000000000e+00,-3.750000000000000000e-01,7.853975000000001927e-01,2.000000000000000000e+00
-2.437500000000000000e+00,-7.853975000000001927e-01,-2.625000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-2.625000000000000000e+00,-7.853975000000001927e-01,-2.812500000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
-2.437500000000000000e+00,0.000000000000000000e+00,-2.625000000000000000e+00,7.853975000000001927e-01,3.000000000000000000e+00
-2.625000000000000000e+00,0.000000000000000000e+00,-2.812500000000000000e+00,7.853975000000001927e-01,3.000000000000000000e+00
-2.062500000000000000e+00,-7.853975000000001927e-01,-2.250000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00
-1.875000000000000000e+00,0.000000000000000000e+00,-2.062500000000000000e+00,7.853975000000001927e-01,4.000000000000000000e+00
-2.062500000000000000e+00,0.000000000000000000e+00,-2.250000000000000000e+00,7.853975000000001927e-01,4.000000000000000000e+00
